channel,event,kind,log-date,log-time,messageId,newrelic.logs.batchIndex,plugin.type,plugin.version,timestamp,status,transaction,pri,transaction2,message,channel-uat,kind-uat,log-date-uat,log-time-uat,transaction-uat,pri-uat,transaction2-uat,message-uat
JMSCollInAdp,ULgR7KZUMHao1kc90QeMSQOR,OUT,2021/08/06,15:26:36,122282c8-2fa9-48b4-a0fa-015ee73fa4f3,229,fluentd,1.1.10,1628281596874,,,,,,,,,,,,,
EventManager,ULgR7KTv2BM8HUc90QfQoMbB,OUT,2021/08/06,15:26:36,5c791b5f-5c4b-45c4-b741-2b8d15c9be78,228,fluentd,1.1.10,1628281596873,,,,,,,,,,,,,
StateManager,,TOREGISTER,2021/08/06,15:26:36,6d17023b-d22e-46cc-8895-2315711b77b0,227,fluentd,1.1.10,1628281596873,"(2,1)",ULgR7KTv2BM8HUc90QfQoMbB,,,,,,,,,,,
google-fcm-out,,OUT,2021/08/06,15:26:36,1fecdb27-658e-4eef-a776-78150c1f8caf,224,fluentd,1.1.10,1628281596872,"(1,2)",ULgR7Ke0PXaiK+c90QchCyLn,,,,,,,,,,,
JMSCollInAdp,ULgR7KZUMHao1kc90QeMSQOR,IN,2021/08/06,15:26:36,e16ebbc4-065c-4dac-9db2-fb67fb3d8396,225,fluentd,1.1.10,1628281596872,,,,,,,,,,,,,
google-fcm-out,,SEND,2021/08/06,15:26:36,a14308f6-4b79-4c53-9863-78da4323bb23,226,fluentd,1.1.10,1628281596872,,ULgR7Ke0PXaiK+c90QchCyLn,,,,,,,,,,,
StateManager,,NEWEVENT,2021/08/06,15:26:36,ad4a913d-5cc7-43d4-9ec1-4d28d38bd19e,223,fluentd,1.1.10,1628281596871,"(2,1)",ULgR7KTv2BM8HUc90QfQoMbB,,,,,,,,,,,
JMSCollInAdp,ULgR7KZrI7NB0+c90QduBoMX,OUT,2021/08/06,15:26:36,2fe44609-b0e6-45e8-b7ac-da6d40a2d5e0,220,fluentd,1.1.10,1628281596871,,,,,,,,,,,,,
google-fcm-out,,SEND,2021/08/06,15:26:36,49349857-038e-48d3-937e-00c272f0998f,221,fluentd,1.1.10,1628281596871,,ULgR7KXGMvunG+c90QeGDa9p,,,,,,,,,,,
StateManager,,TOREGISTER,2021/08/06,15:26:36,b697d4bf-6e20-4da0-a653-2f96fabfc522,222,fluentd,1.1.10,1628281596871,"(1,2)",ULgR7KTv2BM8HUc90QfQoMbB,,,,,,,,,,,
JMSCollInAdp,ULgR7KZrI7NB0+c90QduBoMX,IN,2021/08/06,15:26:36,b1f9d55a-41ec-4222-a8dc-69f2c9912934,217,fluentd,1.1.10,1628281596869,,,,,,,,,,,,,
google-fcm-out,,OUT,2021/08/06,15:26:36,b71fa7da-e98a-42c4-9f78-08a91c0ceae1,218,fluentd,1.1.10,1628281596869,"(1,2)",ULgR7KXGMvunG+c90QeGDa9p,,,,,,,,,,,
JMSCollInAdp,ULgR7KdxceR7Zkc90QdZsPay,OUT,2021/08/06,15:26:36,fa1da896-b3d8-41d6-b97e-eb5c1bf87662,219,fluentd,1.1.10,1628281596869,,,,,,,,,,,,,
StateManager,,IN,2021/08/06,15:26:36,9708ef8d-934e-448a-8675-b11fc9e6447d,216,fluentd,1.1.10,1628281596868,"(1,2)",ULgR7KTv2BM8HUc90QfQoMbB,,,,,,,,,,,
EventManager,ULgR7KTv2BM8HUc90QfQoMbB,IN,2021/08/06,15:26:36,31562c1c-971d-42a2-be5e-5a7842d5b605,215,fluentd,1.1.10,1628281596868,,,,,,,,,,,,,
JMSCollInAdp,ULgR7KdxceR7Zkc90QdZsPay,IN,2021/08/06,15:26:36,e11efd51-9d61-4aca-a905-91289a9a4a81,214,fluentd,1.1.10,1628281596867,,,,,,,,,,,,,
google-fcm-out,,SEND,2021/08/06,15:26:36,8f0d173e-1d60-406a-969e-323d5040269f,213,fluentd,1.1.10,1628281596864,,ULgR7KZTWRj3hUc90QfoJGom,,,,,,,,,,,
google-fcm-out,,OUT,2021/08/06,15:26:36,9e7c7242-7ec7-40b9-bb56-227eb010af00,212,fluentd,1.1.10,1628281596864,"(1,2)",ULgR7KZTWRj3hUc90QfoJGom,,,,,,,,,,,
JMSCollInAdp,ULgR7KUEvMnWwEc90QaTbuCr,IN,2021/08/06,15:26:36,52b5d317-ee81-4991-acd7-20a5967b7fcc,614,fluentd,1.1.10,1628281596862,,,,,,,,,,,,,
JMSCollInAdp,ULgR7KTv2BM8HUc90QfQoMbB,OUT,2021/08/06,15:26:36,b5e2680a-14f7-436c-a9aa-7d7d101fdf20,211,fluentd,1.1.10,1628281596861,,,,,,,,,,,,,
StateManager,,IN,2021/08/06,15:26:36,100fd0b2-33dd-43c7-a6c8-e6ec2fa5c87c,613,fluentd,1.1.10,1628281596860,"(1,2)",ULgR7KbDK/2xKUc90QaZybLb,,,,,,,,,,,
google-fcm-out,,OUT,2021/08/06,15:26:36,3655c30b-0577-4b51-a3cf-d24289070e17,209,fluentd,1.1.10,1628281596860,"(1,2)",ULgR7KZhhdbRO+c90QeVRUaY,,,,,,,,,,,
google-fcm-out,,SEND,2021/08/06,15:26:36,4d14b0b4-64ba-49b5-b493-7ea53a606362,210,fluentd,1.1.10,1628281596860,,ULgR7KZhhdbRO+c90QeVRUaY,,,,,,,,,,,
EventManager,ULgR7KTSYe/2hEc90QZvXo7D,IN,2021/08/06,15:26:36,1faf4e22-b926-4cc1-9cb8-94d920325332,610,fluentd,1.1.10,1628281596860,,,,,,,,,,,,,
StateManager,,IN,2021/08/06,15:26:36,c580ba13-c3c8-498e-a9cd-e380e2f21f35,611,fluentd,1.1.10,1628281596860,"(1,2)",ULgR7KTSYe/2hEc90QZvXo7D,,,,,,,,,,,
EventManager,ULgR7KbDK/2xKUc90QaZybLb,IN,2021/08/06,15:26:36,ba9e2376-fef7-481b-a8a9-490c5d256e49,612,fluentd,1.1.10,1628281596860,,,,,,,,,,,,,
JMSCollInAdp,ULgR7KVs9pXHwkc90QYB5WUz,IN,2021/08/06,15:26:36,ebd4e758-54f2-4a42-90e6-925c89aa5fc5,609,fluentd,1.1.10,1628281596859,,,,,,,,,,,,,
google-fcm-out,,SEND,2021/08/06,15:26:36,a3bef480-f461-4156-9255-72d3314a526a,207,fluentd,1.1.10,1628281596859,,ULgR7KdxAR9UR+c90QeVRmX8,,,,,,,,,,,
JMSCollInAdp,ULgR7KTv2BM8HUc90QfQoMbB,IN,2021/08/06,15:26:36,519a6947-2b36-4ff9-800c-d72a6ab440ff,208,fluentd,1.1.10,1628281596859,,,,,,,,,,,,,
google-fcm-out,,OUT,2021/08/06,15:26:36,1eef90a0-1da6-45d4-bb6a-5554fc013d60,206,fluentd,1.1.10,1628281596858,"(1,2)",ULgR7KdxAR9UR+c90QeVRmX8,,,,,,,,,,,
google-fcm-out,,SEND,2021/08/06,15:26:36,0b58f135-6da9-4b3e-b20a-a21a86f2cc7d,205,fluentd,1.1.10,1628281596852,,ULgR7KTvl8dB8kc90QdLaL3S,,,,,,,,,,,
google-fcm-out,,OUT,2021/08/06,15:26:36,1a9b3370-24d5-47af-a92e-cca61d9ee1fa,204,fluentd,1.1.10,1628281596851,"(1,2)",ULgR7KTvl8dB8kc90QdLaL3S,,,,,,,,,,,
google-fcm-out,,SEND,2021/08/06,15:26:36,54c9d194-cb13-489d-bf6e-793bdbcc1420,608,fluentd,1.1.10,1628281596851,,ULgR7KUD0eUb4+c90QbhFwlx,,,,,,,,,,,
StateManager,,NEWEVENT,2021/08/06,15:26:36,517d71b7-9539-4e5d-8e9a-e3c25c1db098,606,fluentd,1.1.10,1628281596850,"(2,1)",ULgR7KS/P1AGSUc90Qbb/u2s,,,,,,,,,,,
JMSCollInAdp,ULgR7KbDK/2xKUc90QaZybLb,OUT,2021/08/06,15:26:36,a8ea91f7-0b25-40f7-a595-588c832363c0,607,fluentd,1.1.10,1628281596850,,,,,,,,,,,,,
colhttp-in3,,OUT,2021/08/06,15:26:36,239dadc5-06d3-4df4-b541-1e5e39316184,603,fluentd,1.1.10,1628281596850,"(1,2)",ULgR7KTSYe/2hEc90QZvXo7D,,,,,,,,,,,
StateManager,,TOREGISTER,2021/08/06,15:26:36,c8288810-e0a6-45cc-808a-51b32458c48f,604,fluentd,1.1.10,1628281596850,"(1,2)",ULgR7KS/P1AGSUc90Qbb/u2s,,,,,,,,,,,
google-fcm-out,,OUT,2021/08/06,15:26:36,01350ef4-8e04-46c5-bdf8-751e32559833,605,fluentd,1.1.10,1628281596850,"(1,2)",ULgR7KUD0eUb4+c90QbhFwlx,,,,,,,,,,,
StateManager,,NEWEVENT,2021/08/06,15:26:36,9517ebf5-e6d8-47d1-80c0-535f3875ae8d,602,fluentd,1.1.10,1628281596849,"(2,1)",ULgR7Kd67Nh9DEc90QbGRWPD,,,,,,,,,,,
StateManager,,TOREGISTER,2021/08/06,15:26:36,c8fc5293-35b7-4e97-8d44-75ef257b3f85,601,fluentd,1.1.10,1628281596849,"(1,2)",ULgR7Kd67Nh9DEc90QbGRWPD,,,,,,,,,,,
StateManager,,TOREGISTER,2021/08/06,15:26:36,25aef59c-d65f-4bb8-a63c-290ca39fcc28,599,fluentd,1.1.10,1628281596848,"(1,2)",ULgR7KcDkfNMx+c90QaGV4xt,,,,,,,,,,,
StateManager,,NEWEVENT,2021/08/06,15:26:36,b6cff23f-3b97-458a-9b90-c245b19bfe97,600,fluentd,1.1.10,1628281596848,"(2,1)",ULgR7KcDkfNMx+c90QaGV4xt,,,,,,,,,,,
DeliveryManager,,OUT,2021/08/06,15:26:36,789b43bf-a767-43a2-8d16-56b4c776c72b,596,fluentd,1.1.10,1628281596848,,ULgR7KhVUndKyUc90Qab4i3f,,,,,,,,,,,
Output,,OUT,2021/08/06,15:26:36,92df66a2-b765-4dc3-9f53-f5377abf744f,597,fluentd,1.1.10,1628281596848,,ULgR7KhVUndKyUc90Qab4i3f,,,,,,,,,,,
apnsout,,NEWEVENT,2021/08/06,15:26:36.848,84eb7587-19bf-43a8-94d2-ad0593fe291e,598,fluentd,1.1.10,1628281596848,"(1,2)",ULgR7KVs9pXHwkc90QYB5WUz,,,,,,,,,,,
EventManager,ULgR7KRH/bb0MUc90QZCgpgs,OUT,2021/08/06,15:26:36,6fb54e11-1314-435b-a839-264952a4f03d,595,fluentd,1.1.10,1628281596842,,,,,,,,,,,,,
StateManager,,TOREGISTER,2021/08/06,15:26:36,40e0688e-42cd-4e4a-bf32-76a34fc5db53,594,fluentd,1.1.10,1628281596841,"(2,1)",ULgR7KRH/bb0MUc90QZCgpgs,,,,,,,,,,,
DeliveryManager,,IN,2021/08/06,15:26:36,e4ef2dd3-711a-47c4-aa57-16e10fc3df2e,593,fluentd,1.1.10,1628281596829,,ULgR7KhVUndKyUc90Qab4i3f,,,,,,,,,,,
Output,,IN,2021/08/06,15:26:36,349bc49a-f3e0-4ac5-bebd-b81d90b37c7f,592,fluentd,1.1.10,1628281596829,,ULgR7KhVUndKyUc90Qab4i3f,,,,,,,,,,,
EventManager,ULgR7KcDkfNMx+c90QaGV4xt,IN,2021/08/06,15:26:36,0c54c5e8-0674-47e9-8dac-a03fc2f57932,590,fluentd,1.1.10,1628281596825,,,,,,,,,,,,,
StateManager,,IN,2021/08/06,15:26:36,54ff6a01-a006-493f-b477-bc2ce3f3034e,591,fluentd,1.1.10,1628281596825,"(1,2)",ULgR7KcDkfNMx+c90QaGV4xt,,,,,,,,,,,
JMSCollInAdp,ULgR7KbDK/2xKUc90QaZybLb,IN,2021/08/06,15:26:36,adcd5028-454d-4d83-b9ef-e96e64bc5c89,587,fluentd,1.1.10,1628281596825,,,,,,,,,,,,,
EventManager,ULgR7KS/P1AGSUc90Qbb/u2s,IN,2021/08/06,15:26:36,9fc29c37-f73f-4810-a1dc-5567b7810bda,588,fluentd,1.1.10,1628281596825,,,,,,,,,,,,,
StateManager,,IN,2021/08/06,15:26:36,38cfa814-97ca-447c-8e79-e8fa8150df6f,589,fluentd,1.1.10,1628281596825,"(1,2)",ULgR7KS/P1AGSUc90Qbb/u2s,,,,,,,,,,,
StateManager,,IN,2021/08/06,15:26:36,7ad04017-f4b7-4680-94a9-b9eeb4955acb,586,fluentd,1.1.10,1628281596824,"(1,2)",ULgR7Kd67Nh9DEc90QbGRWPD,,,,,,,,,,,
EventManager,ULgR7Kd67Nh9DEc90QbGRWPD,IN,2021/08/06,15:26:36,cf65c519-dccf-4f62-bd2d-a619cf34742b,585,fluentd,1.1.10,1628281596824,,,,,,,,,,,,,
JMSCollInAdp,ULgR7KS/P1AGSUc90Qbb/u2s,OUT,2021/08/06,15:26:36,ffb33990-d509-40d5-92f4-a01ec164045f,584,fluentd,1.1.10,1628281596812,,,,,,,,,,,,,
apnsout,,SEND,2021/08/06,15:26:36.811,480f17c1-6daa-4aa5-88bd-c6c256947131,581,fluentd,1.1.10,1628281596812,,ULgR7KVs9pXHwkc90QYB5WUz,,,,,,,,,,,
JMSCollInAdp,ULgR7KcDkfNMx+c90QaGV4xt,OUT,2021/08/06,15:26:36,04087613-2467-4727-8a44-fb09abb466ed,582,fluentd,1.1.10,1628281596812,,,,,,,,,,,,,
google-fcm-out,,SEND,2021/08/06,15:26:36,cffee847-b90a-4b4d-9351-7d932aae81a6,583,fluentd,1.1.10,1628281596812,,ULgR7KbCOjWCmkc90QaUFjbL,,,,,,,,,,,
google-fcm-out,,OUT,2021/08/06,15:26:36,303e8bc9-b05f-4b37-9b17-0332926abb3f,580,fluentd,1.1.10,1628281596811,"(1,2)",ULgR7KbCOjWCmkc90QaUFjbL,,,,,,,,,,,
ServiceCenterOu,,TOREGISTER,2021/08/06,15:26:36,d2f6f4e1-1319-4f80-9cbe-7aba1bb20b43,577,fluentd,1.1.10,1628281596810,,ULgR7KhVUndKyUc90Qab4i3f,,,,,,,,,,,
ServiceCenterOu,,OUT,2021/08/06,15:26:36,cb8c8974-621d-4a26-962d-e25d029d16c5,578,fluentd,1.1.10,1628281596810,,ULgR7KhVUndKyUc90Qab4i3f,6,,,,,,,,,,
StateManager,,NEWEVENT,2021/08/06,15:26:36,f2d258c0-3392-4cd2-a0f2-c5a52873d56e,579,fluentd,1.1.10,1628281596810,"(2,1)",ULgR7KRH/bb0MUc90QZCgpgs,,,,,,,,,,,
JMSCollInAdp,ULgR7Kd67Nh9DEc90QbGRWPD,OUT,2021/08/06,15:26:36,9f1dfc2c-b498-434c-8070-4597e41fd6c8,574,fluentd,1.1.10,1628281596810,,,,,,,,,,,,,
ServiceCenterOu,,MNEWTRANS,2021/08/06,15:26:36,1c5bbc38-418b-4566-91de-fb47865cbe13,575,fluentd,1.1.10,1628281596810,,ULgR7KhVUndKyUc90Qab4i3f,,ULgR7Kh7MIg35kc90QaIbwup,,,,,,,,,
StateManager,,TOREGISTER,2021/08/06,15:26:36,38de42ac-0c1c-42cd-93cf-6a21b99967f0,576,fluentd,1.1.10,1628281596810,"(1,2)",ULgR7KRH/bb0MUc90QZCgpgs,,,,,,,,,,,
JMSCollInAdp,ULgR7KcDkfNMx+c90QaGV4xt,IN,2021/08/06,15:26:36,a6a72947-e882-4c36-b967-3a2b0f57e61f,573,fluentd,1.1.10,1628281596799,,,,,,,,,,,,,
JMSCollInAdp,ULgR7KS/P1AGSUc90Qbb/u2s,IN,2021/08/06,15:26:36,fae783b8-62c8-464d-82e0-fc49000980e6,572,fluentd,1.1.10,1628281596798,,,,,,,,,,,,,
EventManager,ULgR7KfnRml80Uc90QcDppX4,OUT,2021/08/06,15:26:36,5dcd0050-001c-46f6-aa6e-e072ff41a69d,203,fluentd,1.1.10,1628281596795,,,,,,,,,,,,,
StateManager,,TOREGISTER,2021/08/06,15:26:36,09ef17db-7760-4a0a-98af-f9c02cf39549,202,fluentd,1.1.10,1628281596795,"(2,1)",ULgR7KfnRml80Uc90QcDppX4,,,,,,,,,,,
JMSCollInAdp,ULgR7Kd67Nh9DEc90QbGRWPD,IN,2021/08/06,15:26:36,a3d3a038-7db7-40ff-a026-2b97056a5795,569,fluentd,1.1.10,1628281596794,,,,,,,,,,,,,
EventManager,ULgR7KRH/bb0MUc90QZCgpgs,IN,2021/08/06,15:26:36,345e7f8d-9794-43f0-a3c4-c66bc1e41086,570,fluentd,1.1.10,1628281596794,,,,,,,,,,,,,
StateManager,,IN,2021/08/06,15:26:36,cb863670-7b95-41cd-8bac-731fd42d36bf,571,fluentd,1.1.10,1628281596794,"(1,2)",ULgR7KRH/bb0MUc90QZCgpgs,,,,,,,,,,,
StateManager,,NEWEVENT,2021/08/06,15:26:36,2ff7fb12-962c-4260-9627-9dd6b77ca6be,201,fluentd,1.1.10,1628281596793,"(2,1)",ULgR7KfnRml80Uc90QcDppX4,,,,,,,,,,,
StateManager,,TOREGISTER,2021/08/06,15:26:36,94b03d0a-cf8a-47eb-972f-96a98aa49f39,198,fluentd,1.1.10,1628281596793,"(2,1)",ULgR7KXHA9TTPkc90QeZuKqO,,,,,,,,,,,
EventManager,ULgR7KXHA9TTPkc90QeZuKqO,OUT,2021/08/06,15:26:36,8c696bf4-0d1f-4289-ba34-b32b3577dd03,199,fluentd,1.1.10,1628281596793,,,,,,,,,,,,,
StateManager,,TOREGISTER,2021/08/06,15:26:36,b03e009d-44e4-4601-9492-f0273af76d86,200,fluentd,1.1.10,1628281596793,"(1,0)",ULgR7KfnRml80Uc90QcDppX4,,,,,,,,,,,
StateManager,,NEWEVENT,2021/08/06,15:26:36,80bc1559-d21b-47b2-b174-cb361af6a20c,197,fluentd,1.1.10,1628281596792,"(2,1)",ULgR7KXHA9TTPkc90QeZuKqO,,,,,,,,,,,
EventManager,ULgR7KfnRml80Uc90QcDppX4,IN,2021/08/06,15:26:36,a82d28a5-e9f0-4656-a067-c0a56d127af2,194,fluentd,1.1.10,1628281596792,,,,,,,,,,,,,
StateManager,,IN,2021/08/06,15:26:36,db25d8e8-6473-4e43-8920-4bb8c2d44e56,195,fluentd,1.1.10,1628281596792,"(1,0)",ULgR7KfnRml80Uc90QcDppX4,,,,,,,,,,,
StateManager,,TOREGISTER,2021/08/06,15:26:36,2ec8cd24-31d9-44d0-a311-11e34149e3c8,196,fluentd,1.1.10,1628281596792,"(1,0)",ULgR7KXHA9TTPkc90QeZuKqO,,,,,,,,,,,
StateManager,,IN,2021/08/06,15:26:36,cabc691e-5d0c-47cd-b38f-3b9dfce1c090,193,fluentd,1.1.10,1628281596790,"(1,0)",ULgR7KXHA9TTPkc90QeZuKqO,,,,,,,,,,,
EventManager,ULgR7KXHA9TTPkc90QeZuKqO,IN,2021/08/06,15:26:36,bcfe36e8-e0f0-40dc-bc85-1164f92266b6,192,fluentd,1.1.10,1628281596790,,,,,,,,,,,,,
google-fcm-out,,SEND,2021/08/06,15:26:36,d0feb0cd-162f-4201-89f4-18fe56d84037,568,fluentd,1.1.10,1628281596787,,ULgR7KS+Th6KxEc90QaWcelw,,,,,,,,,,,
google-fcm-out,,SEND,2021/08/06,15:26:36,3f5a573c-0039-4287-a111-f2403bf3d24c,566,fluentd,1.1.10,1628281596783,,ULgR7KcDG6cQQUc90Qbha5PU,,,,,,,,,,,
google-fcm-out,,OUT,2021/08/06,15:26:36,6a4e6913-cb71-4446-872f-8d6f833c4095,567,fluentd,1.1.10,1628281596783,"(1,2)",ULgR7KS+Th6KxEc90QaWcelw,,,,,,,,,,,
colhttp-out2,,OUT,2021/08/06,15:26:36,9b1c49ef-3a94-4c8d-b2d6-63aaf7faafd1,191,fluentd,1.1.10,1628281596783,"(1,0)",ULgR7KfnRml80Uc90QcDppX4,,,,,,,,,,,
google-fcm-out,,OUT,2021/08/06,15:26:36,0b4f13f6-5295-46fe-96e4-c4febbae4bb1,565,fluentd,1.1.10,1628281596782,"(1,2)",ULgR7KcDG6cQQUc90Qbha5PU,,,,,,,,,,,
colhttp-out1,,OUT,2021/08/06,15:26:36,93cc6dab-cad2-4110-9c35-a05a6b840b10,190,fluentd,1.1.10,1628281596782,"(1,0)",ULgR7KXHA9TTPkc90QeZuKqO,,,,,,,,,,,
google-fcm-out,,OUT,2021/08/06,15:26:36,5156bde4-3745-47b2-9a1b-10c2d7e5172a,562,fluentd,1.1.10,1628281596782,"(1,2)",ULgR7Kd5I7jP+kc90Qbh/xIs,,,,,,,,,,,
google-fcm-out,,SEND,2021/08/06,15:26:36,2d01f324-1399-4558-b663-04e185f91942,563,fluentd,1.1.10,1628281596782,,ULgR7Kd5I7jP+kc90Qbh/xIs,,,,,,,,,,,
JMSCollInAdp,ULgR7KRH/bb0MUc90QZCgpgs,OUT,2021/08/06,15:26:36,321c2151-6e3d-4fd2-b431-2fc8f212f0c7,564,fluentd,1.1.10,1628281596782,,,,,,,,,,,,,
colhttp-out2,,SEND,2021/08/06,15:26:36,4abd6df8-4098-4d54-940b-c3106e7ca525,189,fluentd,1.1.10,1628281596780,,ULgR7KfnRml80Uc90QcDppX4,,,,,,,,,,,
colhttp-out1,,SEND,2021/08/06,15:26:36,9dfdf023-9135-492a-8ed9-e73fc07feed2,186,fluentd,1.1.10,1628281596780,,ULgR7KXHA9TTPkc90QeZuKqO,,,,,,,,,,,
StateManager,,TOREGISTER,2021/08/06,15:26:36,1d43208d-d3a7-4906-8cf3-738572eaae69,187,fluentd,1.1.10,1628281596780,"(2,1)",ULgR7KTVv2fwRkc90QeJvUkw,,,,,,,,,,,
EventManager,ULgR7KTVv2fwRkc90QeJvUkw,OUT,2021/08/06,15:26:36,86472d91-7335-4869-a615-1e74c28b9524,188,fluentd,1.1.10,1628281596780,,,,,,,,,,,,,
StateManager,,NEWEVENT,2021/08/06,15:26:36,c515e24f-10c8-4391-9f68-0a8796d0dbe8,185,fluentd,1.1.10,1628281596779,"(2,1)",ULgR7KTVv2fwRkc90QeJvUkw,,,,,,,,,,,
StateManager,,TOREGISTER,2021/08/06,15:26:36,998f7f4e-c065-47fe-98fa-3bbddcb00277,184,fluentd,1.1.10,1628281596779,"(1,0)",ULgR7KTVv2fwRkc90QeJvUkw,,,,,,,,,,,
StateManager,,IN,2021/08/06,15:26:36,22401a4d-4524-4a75-8626-019ee5c8f4ee,183,fluentd,1.1.10,1628281596776,"(1,0)",ULgR7KTVv2fwRkc90QeJvUkw,,,,,,,,,,,
EventManager,ULgR7KTVv2fwRkc90QeJvUkw,IN,2021/08/06,15:26:36,13a1d1bf-0bc1-47d8-89a8-82a70d65bd18,182,fluentd,1.1.10,1628281596776,,,,,,,,,,,,,
JMSCollInAdp,ULgR7KRH/bb0MUc90QZCgpgs,IN,2021/08/06,15:26:36,4c91cc2a-c64e-4981-90a4-dd2bb133f26c,561,fluentd,1.1.10,1628281596769,,,,,,,,,,,,,
colhttp-out4,,OUT,2021/08/06,15:26:36,3a319de7-ab38-4a5f-89dd-a6dff3147d57,181,fluentd,1.1.10,1628281596767,"(1,0)",ULgR7KTVv2fwRkc90QeJvUkw,,,,,,,,,,,
colhttp-out4,,SEND,2021/08/06,15:26:36,882ac955-22fb-40ca-86ef-8788045a7c00,180,fluentd,1.1.10,1628281596766,,ULgR7KTVv2fwRkc90QeJvUkw,,,,,,,,,,,
ServiceCenterOu,,IN,2021/08/06,15:26:36,086044cc-ee4f-4ca1-a33b-760cc36d70aa,560,fluentd,1.1.10,1628281596762,,ULgR7Kh7MIg35kc90QaIbwup,6,,,,,,,,,,
google-fcm-out,,SEND,2021/08/06,15:26:36,eaef7244-51df-4c23-a5c1-7dd416aa9ad3,559,fluentd,1.1.10,1628281596761,,ULgR7KRG2bK+jkc90QbRDTLi,,,,,,,,,,,
google-fcm-out,,OUT,2021/08/06,15:26:36,78749386-c908-48b5-adc5-c485a8eb49ac,558,fluentd,1.1.10,1628281596760,"(1,2)",ULgR7KRG2bK+jkc90QbRDTLi,,,,,,,,,,,
DeliveryManager,,OUT,2021/08/06,15:26:36,6f8f19ee-e9c4-4df2-af64-7a3552155cdc,555,fluentd,1.1.10,1628281596759,,ULgR7KgckRIIp+c90QYm2/c/,,,,,,,,,,,
Output,,OUT,2021/08/06,15:26:36,b9eb9dc0-3828-4266-a05b-f629fd5a2db5,556,fluentd,1.1.10,1628281596759,,ULgR7KgckRIIp+c90QYm2/c/,,,,,,,,,,,
WsSerInPriAdAut,,OUT,2021/08/06,15:26:36,28e086ef-a970-4285-8f5f-9868d319a982,557,fluentd,1.1.10,1628281596759,,ULgR7Kh7MIg35kc90QaIbwup,6,,,,,,,,,,
DeliveryManager,,IN,2021/08/06,15:26:36,b8c2def1-f939-4a83-82fb-c567a3adebb0,554,fluentd,1.1.10,1628281596750,,ULgR7KgckRIIp+c90QYm2/c/,,,,,,,,,,,
Output,,IN,2021/08/06,15:26:36,46721964-825e-438e-8376-b1c945bdfdce,553,fluentd,1.1.10,1628281596750,,ULgR7KgckRIIp+c90QYm2/c/,,,,,,,,,,,
WsSerInPriAdAut,,NEWTRANS,2021/08/06,15:26:36,530ecd67-3b68-4fc5-8919-26751c7078b4,552,fluentd,1.1.10,1628281596745,,ULgR7Kh7MIg35kc90QaIbwup,,,202108061526365966039919,,,,,,,,
WsSerInPriAdAut,,IN,2021/08/06,15:26:36,b4b89f2e-4c8d-4092-8071-24316be4d12e,551,fluentd,1.1.10,1628281596745,,ULgR7Kh7MIg35kc90QaIbwup,-,,,,,,,,,,
ServiceCenterOu,,OUT,2021/08/06,15:26:36,39d1ded7-b4cc-4367-8b29-625c567d4da9,550,fluentd,1.1.10,1628281596741,,ULgR7KgckRIIp+c90QYm2/c/,4,,,,,,,,,,
ServiceCenterOu,,TOREGISTER,2021/08/06,15:26:36,75a95fca-9087-4868-b336-15581fd895bf,549,fluentd,1.1.10,1628281596741,,ULgR7KgckRIIp+c90QYm2/c/,,,,,,,,,,,
google-fcm-out,,IN,2021/08/06,15:26:36,23bdfc87-f2ce-4168-9bb3-83559016e816,179,fluentd,1.1.10,1628281596731,,ULgR7Ke0PXaiK+c90QchCyLn,,,,,,,,,,,
google-fcm-out,,IN,2021/08/06,15:26:36,f8e8bab6-abbd-4304-800f-c1422d3549f2,178,fluentd,1.1.10,1628281596731,,ULgR7KZhhdbRO+c90QeVRUaY,,,,,,,,,,,
google-fcm-out,,IN,2021/08/06,15:26:36,4b61f783-58f4-4136-8524-808d9c20e5c7,177,fluentd,1.1.10,1628281596730,,ULgR7KdxAR9UR+c90QeVRmX8,,,,,,,,,,,
google-fcm-out,,IN,2021/08/06,15:26:36,8cd9727e-9977-4d79-aadb-f57abea1afc1,176,fluentd,1.1.10,1628281596730,,ULgR7KXGMvunG+c90QeGDa9p,,,,,,,,,,,
ServiceCenterOu,,IN,2021/08/06,15:26:36,e8594546-ed1c-4f84-bcc2-a6d5e0e09ed4,548,fluentd,1.1.10,1628281596722,,ULgR7KgckRIIp+c90QYm2/c/,4,,,,,,,,,,
,,,,,540a78ac-1afc-44bd-a6b9-f6f2027ec666,547,fluentd,1.1.10,1628281596721,,,,,[2021/08/06 15:26:36] REJECTED   sparkpost-in    Operator message ID for recipient not found: id:6993391082235044196 recipient:dayraruiz88@gmail.com state:injection. Event discarded.,,,,,,,,
,,,,,46aa59d0-6c6c-4340-93b1-42a8915e933b,546,fluentd,1.1.10,1628281596720,,,,,[2021/08/06 15:26:36] RECV       sparkpost-in    Evento de estado recibido,,,,,,,,
WsSerInAdpAuth,,OUT,2021/08/06,15:26:36,cf3cdd81-f7e0-4f09-ab11-e863894d503f,545,fluentd,1.1.10,1628281596719,,ULgR7KgckRIIp+c90QYm2/c/,4,,,,,,,,,,
WsSerInAdpAuth,,NEWTRANS,2021/08/06,15:26:36,0cf55fa2-ed1f-47da-9065-6fa643cf33ea,544,fluentd,1.1.10,1628281596712,,ULgR7KgckRIIp+c90QYm2/c/,,,20210806152636708107992a,,,,,,,,
